GENE,TYPE,
gene:plasmid:28288,PLASMID,
gene:plasmid:28291,PLASMID,
gene:plasmid:28292,PLASMID,
gene:plasmid:28293,PLASMID,
gene:plasmid:28294,PLASMID,
gene:plasmid:28300,PLASMID,
gene:plasmid:28303,PLASMID,
gene:plasmid:28304,PLASMID,
gene:plasmid:28305,PLASMID,
gene:plasmid:28306,PLASMID,
gene:plasmid:28307,PLASMID,
gene:plasmid:28308,PLASMID,
gene:plasmid:28309,PLASMID,
gene:plasmid:28310,PLASMID,
gene:plasmid:28311,PLASMID,
gene:plasmid:28312,PLASMID,
gene:plasmid:28315,PLASMID,
gene:plasmid:28316,PLASMID,
gene:plasmid:28317,PLASMID,
gene:plasmid:28322,PLASMID,
gene:plasmid:28325,PLASMID,
gene:plasmid:28338,PLASMID,
gene:plasmid:28339,PLASMID,
gene:plasmid:28340,PLASMID,
gene:plasmid:28341,PLASMID,
gene:plasmid:28342,PLASMID,
gene:plasmid:28343,PLASMID,
gene:plasmid:28346,PLASMID,
gene:plasmid:28347,PLASMID,
gene:plasmid:28348,PLASMID,
gene:plasmid:28349,PLASMID,
gene:plasmid:28351,PLASMID,
gene:plasmid:28352,PLASMID,
gene:plasmid:28353,PLASMID,
gene:plasmid:28354,PLASMID,
gene:plasmid:28355,PLASMID,
gene:plasmid:28356,PLASMID,
gene:plasmid:28357,PLASMID,
gene:plasmid:28358,PLASMID,
gene:plasmid:28359,PLASMID,
gene:plasmid:28361,PLASMID,
gene:plasmid:28362,PLASMID,
gene:plasmid:28363,PLASMID,
gene:plasmid:28364,PLASMID,
gene:plasmid:28365,PLASMID,
gene:plasmid:28366,PLASMID,
gene:plasmid:28367,PLASMID,
gene:plasmid:28368,PLASMID,
gene:plasmid:28369,PLASMID,
gene:plasmid:28370,PLASMID,
gene:plasmid:28371,PLASMID,
gene:plasmid:28372,PLASMID,
gene:plasmid:28374,PLASMID,
gene:plasmid:28375,PLASMID,
gene:plasmid:28376,PLASMID,
gene:plasmid:28377,PLASMID,
gene:plasmid:28378,PLASMID,
gene:plasmid:28380,PLASMID,
gene:plasmid:28381,PLASMID,
gene:plasmid:28382,PLASMID,
gene:plasmid:28383,PLASMID,
gene:plasmid:28384,PLASMID,
gene:plasmid:28385,PLASMID,
gene:plasmid:28387,PLASMID,
gene:plasmid:28388,PLASMID,
gene:plasmid:28389,PLASMID,
gene:plasmid:28390,PLASMID,
gene:plasmid:28394,PLASMID,
gene:plasmid:28395,PLASMID,
gene:plasmid:28396,PLASMID,
gene:plasmid:28397,PLASMID,
gene:plasmid:28398,PLASMID,
gene:plasmid:28401,PLASMID,
gene:plasmid:28402,PLASMID,
gene:plasmid:28403,PLASMID,
gene:plasmid:28404,PLASMID,
gene:plasmid:28406,PLASMID,
gene:plasmid:28407,PLASMID,
gene:plasmid:28408,PLASMID,
gene:plasmid:28409,PLASMID,
gene:plasmid:28410,PLASMID,
gene:plasmid:28414,PLASMID,
gene:plasmid:28415,PLASMID,
gene:plasmid:28416,PLASMID,
gene:plasmid:28417,PLASMID,
gene:plasmid:28418,PLASMID,
gene:plasmid:28419,PLASMID,
gene:plasmid:28420,PLASMID,
gene:plasmid:28422,PLASMID,
gene:plasmid:28423,PLASMID,
gene:plasmid:28426,PLASMID,
gene:plasmid:28428,PLASMID,
gene:plasmid:28430,PLASMID,
gene:plasmid:28431,PLASMID,
gene:plasmid:28432,PLASMID,
gene:plasmid:28433,PLASMID,
gene:plasmid:28434,PLASMID,
gene:plasmid:28435,PLASMID,
gene:plasmid:28436,PLASMID,
gene:plasmid:28437,PLASMID,
gene:plasmid:28438,PLASMID,
gene:plasmid:28440,PLASMID,
gene:plasmid:28441,PLASMID,
gene:plasmid:28442,PLASMID,
gene:plasmid:28443,PLASMID,
gene:plasmid:28444,PLASMID,
gene:plasmid:28445,PLASMID,
gene:plasmid:28446,PLASMID,
gene:plasmid:28447,PLASMID,
gene:plasmid:28448,PLASMID,
gene:plasmid:28449,PLASMID,
gene:plasmid:28450,PLASMID,
gene:plasmid:28452,PLASMID,
gene:plasmid:28453,PLASMID,
gene:plasmid:28454,PLASMID,
gene:plasmid:28456,PLASMID,
gene:plasmid:28457,PLASMID,
gene:plasmid:28461,PLASMID,
gene:plasmid:28465,PLASMID,
gene:plasmid:28466,PLASMID,
gene:plasmid:28467,PLASMID,
gene:plasmid:28468,PLASMID,
gene:plasmid:28469,PLASMID,
gene:plasmid:28470,PLASMID,
gene:plasmid:28471,PLASMID,
gene:plasmid:28473,PLASMID,
gene:plasmid:28474,PLASMID,
gene:plasmid:28476,PLASMID,
gene:plasmid:28477,PLASMID,
gene:plasmid:28478,PLASMID,
gene:plasmid:28479,PLASMID,
gene:plasmid:28480,PLASMID,
gene:plasmid:28481,PLASMID,
gene:plasmid:28482,PLASMID,
gene:plasmid:28483,PLASMID,
gene:plasmid:28484,PLASMID,
gene:plasmid:28485,PLASMID,
gene:plasmid:28486,PLASMID,
gene:plasmid:28487,PLASMID,
gene:plasmid:28488,PLASMID,
gene:plasmid:28489,PLASMID,
gene:plasmid:28490,PLASMID,
gene:plasmid:28493,PLASMID,
gene:plasmid:28494,PLASMID,
gene:plasmid:28495,PLASMID,
gene:plasmid:28496,PLASMID,
gene:plasmid:28498,PLASMID,
gene:plasmid:28499,PLASMID,
gene:plasmid:28500,PLASMID,
gene:plasmid:28502,PLASMID,
gene:plasmid:28503,PLASMID,
gene:plasmid:28504,PLASMID,
gene:plasmid:28505,PLASMID,
gene:plasmid:28506,PLASMID,
gene:plasmid:28507,PLASMID,
gene:plasmid:28508,PLASMID,
gene:plasmid:28509,PLASMID,
gene:plasmid:28510,PLASMID,
gene:plasmid:28511,PLASMID,
gene:plasmid:28512,PLASMID,
gene:plasmid:28513,PLASMID,
gene:plasmid:28514,PLASMID,
gene:plasmid:28516,PLASMID,
gene:plasmid:28517,PLASMID,
gene:plasmid:28518,PLASMID,
gene:plasmid:28519,PLASMID,
gene:plasmid:28520,PLASMID,
gene:plasmid:28521,PLASMID,
gene:plasmid:28522,PLASMID,
gene:plasmid:28523,PLASMID,
gene:plasmid:28524,PLASMID,
gene:plasmid:28525,PLASMID,
gene:plasmid:28526,PLASMID,
gene:plasmid:28527,PLASMID,
gene:plasmid:28531,PLASMID,
gene:plasmid:28532,PLASMID,
gene:plasmid:28533,PLASMID,
gene:plasmid:28534,PLASMID,
gene:plasmid:28535,PLASMID,
gene:plasmid:28536,PLASMID,
gene:plasmid:28539,PLASMID,
gene:plasmid:28540,PLASMID,
gene:plasmid:28541,PLASMID,
gene:plasmid:28542,PLASMID,
gene:plasmid:28543,PLASMID,
gene:plasmid:28544,PLASMID,
gene:plasmid:28545,PLASMID,
gene:plasmid:28546,PLASMID,
gene:plasmid:28547,PLASMID,
gene:plasmid:28548,PLASMID,
gene:plasmid:28549,PLASMID,
gene:plasmid:28551,PLASMID,
gene:plasmid:28552,PLASMID,
gene:plasmid:28553,PLASMID,
gene:plasmid:28554,PLASMID,
gene:plasmid:28555,PLASMID,
gene:plasmid:28556,PLASMID,
gene:plasmid:28557,PLASMID,
gene:plasmid:28558,PLASMID,
gene:plasmid:28568,PLASMID,
gene:plasmid:28579,PLASMID,
gene:plasmid:28581,AMR,
gene:plasmid:28690,PLASMID,
gene:plasmid:28693,TE,
gene:plasmid:28709,TE,
gene:plasmid:28712,TE,
gene:plasmid:28713,PLASMID,
gene:plasmid:28714,AMR,
gene:plasmid:28722,PLASMID,
gene:plasmid:28743,IS,
gene:plasmid:28744,PLASMID,
gene:plasmid:28745,PLASMID,
gene:plasmid:28777,PLASMID,
gene:plasmid:28793,TE,
gene:plasmid:28799,TE,
gene:plasmid:28813,IS,
gene:plasmid:28824,TE,
gene:plasmid:28826,PLASMID,
gene:plasmid:28827,TE,
gene:plasmid:28828,IS,
gene:plasmid:28851,AMR,
gene:plasmid:28927,PLASMID,
gene:plasmid:28929,PLASMID,
gene:plasmid:28930,PLASMID,
gene:plasmid:28950,PLASMID,
gene:plasmid:28953,PLASMID,
gene:plasmid:28962,PLASMID,
gene:plasmid:28966,PLASMID,
gene:plasmid:28967,PLASMID,
gene:plasmid:28968,PLASMID,
gene:plasmid:28969,PLASMID,
gene:plasmid:28972,PLASMID,
gene:plasmid:28996,PLASMID,
gene:plasmid:28997,PLASMID,
gene:plasmid:28998,PLASMID,
gene:plasmid:29004,PLASMID,
gene:plasmid:29009,PLASMID,
gene:plasmid:29010,PLASMID,
gene:plasmid:29011,PLASMID,
gene:plasmid:29022,PLASMID,
gene:plasmid:29023,PLASMID,
gene:plasmid:29024,PLASMID,
gene:plasmid:29025,PLASMID,
gene:plasmid:29026,PLASMID,
gene:plasmid:29028,PLASMID,
gene:plasmid:29029,PLASMID,
gene:plasmid:29030,PLASMID,
gene:plasmid:29033,PLASMID,
gene:plasmid:29034,PLASMID,
gene:plasmid:29035,PLASMID,
gene:plasmid:29039,PLASMID,
gene:plasmid:29041,PLASMID,
gene:plasmid:29042,PLASMID,
gene:plasmid:29043,PLASMID,
gene:plasmid:29044,PLASMID,
gene:plasmid:29045,PLASMID,
gene:plasmid:29046,PLASMID,
gene:plasmid:29047,PLASMID,
gene:plasmid:29048,PLASMID,
gene:plasmid:29049,PLASMID,
gene:plasmid:29050,PLASMID,
gene:plasmid:29051,PLASMID,
gene:plasmid:29052,PLASMID,
gene:plasmid:29053,PLASMID,
gene:plasmid:29054,PLASMID,
gene:plasmid:29055,PLASMID,
gene:plasmid:29056,PLASMID,
gene:plasmid:29057,PLASMID,
gene:plasmid:29060,PLASMID,
gene:plasmid:29061,PLASMID,
gene:plasmid:29062,PLASMID,
gene:plasmid:29063,PLASMID,
gene:plasmid:29064,PLASMID,
gene:plasmid:29065,PLASMID,
gene:plasmid:29066,PLASMID,
gene:plasmid:29067,PLASMID,
gene:plasmid:29068,PLASMID,
gene:plasmid:29069,PLASMID,
gene:plasmid:29070,PLASMID,
gene:plasmid:29071,PLASMID,
gene:plasmid:29072,PLASMID,
gene:plasmid:29073,PLASMID,
gene:plasmid:29074,PLASMID,
gene:plasmid:29076,PLASMID,
gene:plasmid:29077,PLASMID,
gene:plasmid:29078,PLASMID,
gene:plasmid:29079,PLASMID,
gene:plasmid:29080,PLASMID,
gene:plasmid:29081,VIRUS,
gene:plasmid:29082,PLASMID,
gene:plasmid:29083,PLASMID,
gene:plasmid:29085,PLASMID,
gene:plasmid:29086,PLASMID,
gene:plasmid:29088,PLASMID,
gene:plasmid:29089,PLASMID,
gene:plasmid:29095,PLASMID,
gene:plasmid:29096,PLASMID,
gene:plasmid:29097,PLASMID,
gene:plasmid:29098,PLASMID,
gene:plasmid:29099,PLASMID,
gene:plasmid:29100,PLASMID,
gene:plasmid:29101,PLASMID,
gene:plasmid:29102,PLASMID,
gene:plasmid:29105,PLASMID,
gene:plasmid:29106,PLASMID,
gene:plasmid:29107,PLASMID,
gene:plasmid:29109,PLASMID,
gene:plasmid:29110,PLASMID,
gene:plasmid:29111,PLASMID,
gene:plasmid:29115,PLASMID,
gene:plasmid:29117,PLASMID,
gene:plasmid:29118,PLASMID,
gene:plasmid:29121,PLASMID,
gene:plasmid:29122,PLASMID,
gene:plasmid:29124,PLASMID,
gene:plasmid:29127,PLASMID,
gene:plasmid:29128,PLASMID,
gene:plasmid:29131,PLASMID,
gene:plasmid:29133,VIRUS,
gene:plasmid:29137,PLASMID,
gene:plasmid:29144,PLASMID,
gene:plasmid:29146,PLASMID,
gene:plasmid:29148,PLASMID,
gene:plasmid:29149,PLASMID,
gene:plasmid:29150,PLASMID,
gene:plasmid:29151,PLASMID,
gene:plasmid:29153,PLASMID,
gene:plasmid:29154,PLASMID,
gene:plasmid:29157,PLASMID,
gene:plasmid:29159,PLASMID,
gene:plasmid:29160,PLASMID,
gene:plasmid:29161,PLASMID,
gene:plasmid:29170,PLASMID,
gene:plasmid:29171,PLASMID,
gene:plasmid:29172,PLASMID,
gene:plasmid:29173,PLASMID,
gene:plasmid:29175,PLASMID,
gene:plasmid:29179,PLASMID,
gene:plasmid:29180,PLASMID,
gene:plasmid:29181,PLASMID,
gene:plasmid:29182,PLASMID,
gene:plasmid:29185,PLASMID,
gene:plasmid:29193,PLASMID,
gene:plasmid:29195,PLASMID,
gene:plasmid:29203,PLASMID,
gene:plasmid:29205,PLASMID,
gene:plasmid:29206,PLASMID,
gene:plasmid:29209,PLASMID,
gene:plasmid:29217,PLASMID,
gene:plasmid:29219,PLASMID,
gene:plasmid:29220,PLASMID,
gene:plasmid:29221,PLASMID,
gene:plasmid:29222,PLASMID,
gene:plasmid:29223,PLASMID,
gene:plasmid:29224,PLASMID,
gene:plasmid:29225,PLASMID,
gene:plasmid:29227,PLASMID,
gene:plasmid:29228,PLASMID,
gene:plasmid:29229,PLASMID,
gene:plasmid:29230,PLASMID,
gene:plasmid:29231,PLASMID,
gene:plasmid:29232,PLASMID,
gene:plasmid:29233,PLASMID,
gene:plasmid:29234,PLASMID,
gene:plasmid:29236,PLASMID,
gene:plasmid:29237,PLASMID,
gene:plasmid:29238,PLASMID,
gene:plasmid:29239,PLASMID,
gene:plasmid:29240,PLASMID,
gene:plasmid:29241,PLASMID,
gene:plasmid:29242,PLASMID,
gene:plasmid:29243,PLASMID,
gene:plasmid:29244,PLASMID,
gene:plasmid:29245,PLASMID,
gene:plasmid:29246,PLASMID,
gene:plasmid:29248,PLASMID,
gene:plasmid:29249,PLASMID,
gene:plasmid:29252,PLASMID,
gene:plasmid:29254,PLASMID,
gene:plasmid:29255,PLASMID,
gene:plasmid:29257,PLASMID,
gene:plasmid:29258,PLASMID,
gene:plasmid:29261,PLASMID,
gene:plasmid:29262,PLASMID,
gene:plasmid:29263,PLASMID,
gene:plasmid:29267,PLASMID,
gene:plasmid:29268,PLASMID,
gene:plasmid:29269,PLASMID,
gene:plasmid:29270,PLASMID,
gene:plasmid:29271,PLASMID,
gene:plasmid:29272,PLASMID,
gene:plasmid:29273,PLASMID,
gene:plasmid:29274,PLASMID,
gene:plasmid:29275,PLASMID,
gene:plasmid:29280,PLASMID,
gene:plasmid:29281,PLASMID,
gene:plasmid:29282,PLASMID,
gene:plasmid:29284,PLASMID,
gene:plasmid:29286,PLASMID,
gene:plasmid:29287,PLASMID,
gene:plasmid:29290,PLASMID,
gene:plasmid:29292,PLASMID,
gene:plasmid:29293,PLASMID,
gene:plasmid:29294,PLASMID,
gene:plasmid:29295,PLASMID,
gene:plasmid:29296,PLASMID,
gene:plasmid:29297,PLASMID,
gene:plasmid:29298,PLASMID,
gene:plasmid:29299,PLASMID,
gene:plasmid:29301,PLASMID,
gene:plasmid:29302,PLASMID,
gene:plasmid:29303,PLASMID,
gene:plasmid:29305,PLASMID,
gene:plasmid:29306,PLASMID,
gene:plasmid:29307,PLASMID,
gene:plasmid:29312,PLASMID,
gene:plasmid:29313,PLASMID,
gene:plasmid:29314,PLASMID,
gene:plasmid:29316,VIRUS,
gene:plasmid:29318,PLASMID,
gene:plasmid:29319,PLASMID,
gene:plasmid:29320,PLASMID,
gene:plasmid:29323,PLASMID,
gene:plasmid:29324,PLASMID,
gene:plasmid:29326,PLASMID,
gene:plasmid:29328,PLASMID,
gene:plasmid:29331,PLASMID,
gene:plasmid:29332,PLASMID,
gene:plasmid:29333,PLASMID,
gene:plasmid:29334,PLASMID,
gene:plasmid:29335,PLASMID,
gene:plasmid:29336,PLASMID,
gene:plasmid:29337,PLASMID,
gene:plasmid:29338,PLASMID,
gene:plasmid:29339,PLASMID,
gene:plasmid:29340,PLASMID,
gene:plasmid:29341,PLASMID,
gene:plasmid:29342,PLASMID,
gene:plasmid:29344,PLASMID,
gene:plasmid:29348,PLASMID,
gene:plasmid:29350,PLASMID,
gene:plasmid:29351,PLASMID,
gene:plasmid:29353,PLASMID,
gene:plasmid:29355,PLASMID,
gene:plasmid:29357,PLASMID,
gene:plasmid:29358,PLASMID,
gene:plasmid:29361,PLASMID,
gene:plasmid:29362,PLASMID,
gene:plasmid:29363,PLASMID,
gene:plasmid:29364,PLASMID,
gene:plasmid:29365,PLASMID,
gene:plasmid:29366,PLASMID,
gene:plasmid:29367,PLASMID,
gene:plasmid:29368,PLASMID,
gene:plasmid:29369,PLASMID,
gene:plasmid:29370,PLASMID,
gene:plasmid:29371,PLASMID,
gene:plasmid:29372,PLASMID,
gene:plasmid:29373,PLASMID,
gene:plasmid:29374,PLASMID,
gene:plasmid:29376,PLASMID,
gene:plasmid:29377,PLASMID,
gene:plasmid:29379,PLASMID,
gene:plasmid:29380,PLASMID,
gene:plasmid:29381,PLASMID,
gene:plasmid:29382,PLASMID,
gene:plasmid:29383,PLASMID,
gene:plasmid:29384,PLASMID,
gene:plasmid:29385,PLASMID,
gene:plasmid:29388,PLASMID,
gene:plasmid:29389,PLASMID,
gene:plasmid:29390,PLASMID,
gene:plasmid:29391,PLASMID,
gene:plasmid:29392,PLASMID,
gene:plasmid:29393,PLASMID,
gene:plasmid:29394,PLASMID,
gene:plasmid:29397,PLASMID,
gene:plasmid:29399,PLASMID,
gene:plasmid:29400,PLASMID,
gene:plasmid:29401,PLASMID,
gene:plasmid:29402,PLASMID,
gene:plasmid:29408,PLASMID,
gene:plasmid:29409,PLASMID,
gene:plasmid:29410,PLASMID,
gene:plasmid:29417,PLASMID,
gene:plasmid:29418,PLASMID,
gene:plasmid:29420,PLASMID,
gene:plasmid:29421,PLASMID,
gene:plasmid:29426,PLASMID,
gene:plasmid:29428,PLASMID,
gene:plasmid:29431,PLASMID,
gene:plasmid:29432,PLASMID,
gene:plasmid:29433,PLASMID,
gene:plasmid:29434,PLASMID,
gene:plasmid:29438,PLASMID,
gene:plasmid:29440,PLASMID,
gene:plasmid:29441,PLASMID,
gene:plasmid:29442,PLASMID,
gene:plasmid:29443,PLASMID,
gene:plasmid:29445,PLASMID,
gene:plasmid:29451,PLASMID,
gene:plasmid:29452,PLASMID,
gene:plasmid:29453,PLASMID,
gene:plasmid:29456,PLASMID,
gene:plasmid:29457,PLASMID,
gene:plasmid:29459,PLASMID,
gene:plasmid:29460,PLASMID,
gene:plasmid:29462,PLASMID,
gene:plasmid:29463,PLASMID,
gene:plasmid:29464,PLASMID,
gene:plasmid:29465,PLASMID,
gene:plasmid:29467,PLASMID,
gene:plasmid:29469,PLASMID,
gene:plasmid:29476,PLASMID,
gene:plasmid:29478,PLASMID,
gene:plasmid:29480,PLASMID,
gene:plasmid:29482,PLASMID,
gene:plasmid:29485,PLASMID,
gene:plasmid:29486,PLASMID,
gene:plasmid:29487,PLASMID,
gene:plasmid:29488,PLASMID,
gene:plasmid:29489,PLASMID,
gene:plasmid:29490,PLASMID,
gene:plasmid:29491,PLASMID,
gene:plasmid:29492,PLASMID,
gene:plasmid:29494,PLASMID,
gene:plasmid:29497,PLASMID,
gene:plasmid:29499,PLASMID,
gene:plasmid:29500,PLASMID,
gene:plasmid:29501,PLASMID,
gene:plasmid:29502,PLASMID,
gene:plasmid:29503,PLASMID,
gene:plasmid:29504,PLASMID,
gene:plasmid:29505,PLASMID,
gene:plasmid:29506,PLASMID,
gene:plasmid:29507,PLASMID,
gene:plasmid:29508,PLASMID,
gene:plasmid:29509,PLASMID,
gene:plasmid:29510,PLASMID,
gene:plasmid:29511,PLASMID,
gene:plasmid:29512,PLASMID,
gene:plasmid:29513,PLASMID,
gene:plasmid:29515,PLASMID,
gene:plasmid:29516,PLASMID,
gene:plasmid:29519,PLASMID,
gene:plasmid:29520,PLASMID,
gene:plasmid:29522,PLASMID,
gene:plasmid:29523,PLASMID,
gene:plasmid:29524,PLASMID,
gene:plasmid:29525,PLASMID,
gene:plasmid:29526,PLASMID,
gene:plasmid:29527,PLASMID,
gene:plasmid:29529,PLASMID,
gene:plasmid:29531,PLASMID,
gene:plasmid:29532,VIRUS,
gene:plasmid:29533,PLASMID,
gene:plasmid:29534,PLASMID,
gene:plasmid:29535,PLASMID,
gene:plasmid:29536,PLASMID,
gene:plasmid:29539,PLASMID,
gene:plasmid:29540,PLASMID,
gene:plasmid:29542,PLASMID,
gene:plasmid:29543,PLASMID,
gene:plasmid:29544,PLASMID,
gene:plasmid:29545,PLASMID,
gene:plasmid:29546,PLASMID,
gene:plasmid:29548,PLASMID,
gene:plasmid:29549,PLASMID,
gene:plasmid:29550,PLASMID,
gene:plasmid:29555,PLASMID,
gene:plasmid:29558,PLASMID,
gene:plasmid:29559,PLASMID,
gene:plasmid:29560,PLASMID,
gene:plasmid:29563,PLASMID,
gene:plasmid:29564,PLASMID,
gene:plasmid:29565,PLASMID,
gene:plasmid:29566,PLASMID,
gene:plasmid:29567,PLASMID,
gene:plasmid:29568,PLASMID,
gene:plasmid:29569,PLASMID,
gene:plasmid:29571,PLASMID,
gene:plasmid:29572,PLASMID,
gene:plasmid:29573,PLASMID,
gene:plasmid:29574,PLASMID,
gene:plasmid:29575,PLASMID,
gene:plasmid:29576,PLASMID,
gene:plasmid:29577,PLASMID,
gene:plasmid:29578,PLASMID,
gene:plasmid:29579,PLASMID,
gene:plasmid:29580,PLASMID,
gene:plasmid:29582,PLASMID,
gene:plasmid:29583,PLASMID,
gene:plasmid:29584,PLASMID,
gene:plasmid:29585,PLASMID,
gene:plasmid:29586,PLASMID,
gene:plasmid:29587,PLASMID,
gene:plasmid:29588,PLASMID,
gene:plasmid:29589,PLASMID,
gene:plasmid:29590,PLASMID,
gene:plasmid:29591,PLASMID,
gene:plasmid:29592,PLASMID,
gene:plasmid:29593,PLASMID,
gene:plasmid:29594,PLASMID,
gene:plasmid:29595,PLASMID,
gene:plasmid:29596,PLASMID,
gene:plasmid:29597,PLASMID,
gene:plasmid:29598,PLASMID,
gene:plasmid:29599,PLASMID,
gene:plasmid:29600,PLASMID,
gene:plasmid:29601,PLASMID,
gene:plasmid:29602,PLASMID,
gene:plasmid:29603,PLASMID,
gene:plasmid:29604,PLASMID,
gene:plasmid:29605,PLASMID,
gene:plasmid:29606,PLASMID,
gene:plasmid:29607,PLASMID,
gene:plasmid:29608,PLASMID,
gene:plasmid:29609,PLASMID,
gene:plasmid:29610,PLASMID,
gene:plasmid:29611,PLASMID,
gene:plasmid:29612,PLASMID,
gene:plasmid:29613,PLASMID,
gene:plasmid:29614,PLASMID,
gene:plasmid:29615,PLASMID,
gene:plasmid:29616,PLASMID,
gene:plasmid:29617,PLASMID,
gene:plasmid:29618,PLASMID,
gene:plasmid:29619,PLASMID,
gene:plasmid:29620,PLASMID,
gene:plasmid:29621,PLASMID,
gene:plasmid:29622,PLASMID,
gene:plasmid:29623,PLASMID,
gene:plasmid:29624,PLASMID,
gene:plasmid:29625,PLASMID,
gene:plasmid:29626,PLASMID,
gene:plasmid:29627,PLASMID,
gene:plasmid:29628,PLASMID,
gene:plasmid:29629,PLASMID,
gene:plasmid:29630,PLASMID,
gene:plasmid:29631,PLASMID,
gene:plasmid:29632,PLASMID,
gene:plasmid:29633,PLASMID,
gene:plasmid:29634,PLASMID,
gene:plasmid:29635,PLASMID,
gene:plasmid:29636,PLASMID,
gene:plasmid:29637,PLASMID,
gene:plasmid:29638,PLASMID,
gene:plasmid:29639,PLASMID,
gene:plasmid:29640,PLASMID,
gene:plasmid:29641,PLASMID,
gene:plasmid:29642,PLASMID,
gene:plasmid:29643,PLASMID,
gene:plasmid:29644,PLASMID,
gene:plasmid:29645,PLASMID,
gene:plasmid:29646,PLASMID,
gene:plasmid:29647,PLASMID,
gene:plasmid:29648,PLASMID,
gene:plasmid:29649,PLASMID,
gene:plasmid:29650,PLASMID,
gene:plasmid:29651,PLASMID,
gene:plasmid:29652,PLASMID,
gene:plasmid:29653,PLASMID,
gene:plasmid:29654,PLASMID,
gene:plasmid:29655,PLASMID,
gene:plasmid:29656,PLASMID,
gene:plasmid:29657,PLASMID,
gene:plasmid:29658,PLASMID,
gene:plasmid:29659,PLASMID,
gene:plasmid:29660,PLASMID,
gene:plasmid:29661,PLASMID,
gene:plasmid:29662,PLASMID,
gene:plasmid:29663,PLASMID,
gene:plasmid:29664,PLASMID,
gene:plasmid:29665,PLASMID,
gene:plasmid:29666,PLASMID,
gene:plasmid:29667,PLASMID,
gene:plasmid:29669,PLASMID,
gene:plasmid:29670,PLASMID,
gene:plasmid:29671,PLASMID,
gene:plasmid:29672,PLASMID,
gene:plasmid:29673,PLASMID,
gene:plasmid:29674,PLASMID,
gene:plasmid:29675,PLASMID,
gene:plasmid:29676,PLASMID,
gene:plasmid:29677,PLASMID,
gene:plasmid:29678,PLASMID,
gene:plasmid:29679,PLASMID,
gene:plasmid:29680,PLASMID,
gene:plasmid:29681,PLASMID,
gene:plasmid:29682,PLASMID,
gene:plasmid:29683,PLASMID,
gene:plasmid:29684,PLASMID,
gene:plasmid:29685,PLASMID,
gene:plasmid:29686,PLASMID,
gene:plasmid:29687,PLASMID,
gene:plasmid:29688,PLASMID,
gene:plasmid:29689,PLASMID,
gene:plasmid:29690,PLASMID,
gene:plasmid:29693,PLASMID,
gene:plasmid:29694,PLASMID,
gene:plasmid:29695,PLASMID,
gene:plasmid:29696,PLASMID,
gene:plasmid:29697,PLASMID,
gene:plasmid:29698,PLASMID,
gene:plasmid:29699,PLASMID,
gene:plasmid:29700,PLASMID,
gene:plasmid:29701,PLASMID,
gene:plasmid:29702,PLASMID,
gene:plasmid:29704,PLASMID,
gene:plasmid:29706,PLASMID,
gene:plasmid:29710,PLASMID,
gene:plasmid:29711,PLASMID,
gene:plasmid:29712,PLASMID,
gene:plasmid:29713,PLASMID,
gene:plasmid:29715,PLASMID,
gene:plasmid:29716,PLASMID,
gene:plasmid:29717,PLASMID,
gene:plasmid:29718,PLASMID,
gene:plasmid:29720,PLASMID,
gene:plasmid:29722,PLASMID,
gene:plasmid:29723,PLASMID,
gene:plasmid:29724,PLASMID,
gene:plasmid:29725,PLASMID,
gene:plasmid:29726,PLASMID,
gene:plasmid:29728,PLASMID,
gene:plasmid:29729,PLASMID,
gene:plasmid:29730,PLASMID,
gene:plasmid:29734,PLASMID,
gene:plasmid:29735,PLASMID,
gene:plasmid:29737,PLASMID,
gene:plasmid:29738,PLASMID,
gene:plasmid:29739,PLASMID,
gene:plasmid:29740,PLASMID,
gene:plasmid:29741,PLASMID,
gene:plasmid:29742,PLASMID,
gene:plasmid:29743,PLASMID,
gene:plasmid:29744,PLASMID,
gene:plasmid:29745,PLASMID,
gene:plasmid:29746,PLASMID,
gene:plasmid:29747,PLASMID,
gene:plasmid:29748,PLASMID,
gene:plasmid:29749,PLASMID,
gene:plasmid:29750,PLASMID,
gene:plasmid:29751,PLASMID,
gene:plasmid:29752,PLASMID,
gene:plasmid:29753,PLASMID,
gene:plasmid:29754,PLASMID,
gene:plasmid:29755,PLASMID,
gene:plasmid:29756,PLASMID,
gene:plasmid:29758,PLASMID,
gene:plasmid:29762,PLASMID,
gene:plasmid:29763,PLASMID,
gene:plasmid:29764,PLASMID,
gene:plasmid:29765,PLASMID,
gene:plasmid:29766,PLASMID,
gene:plasmid:29767,PLASMID,
gene:plasmid:29768,PLASMID,
gene:plasmid:29769,PLASMID,
gene:plasmid:29770,PLASMID,
gene:plasmid:29771,PLASMID,
gene:plasmid:29772,PLASMID,
gene:plasmid:29773,PLASMID,
gene:plasmid:29774,PLASMID,
gene:plasmid:29775,PLASMID,
gene:plasmid:29776,PLASMID,
gene:plasmid:29777,PLASMID,
gene:plasmid:29778,PLASMID,
gene:plasmid:29779,PLASMID,
gene:plasmid:29780,PLASMID,
gene:plasmid:29781,PLASMID,
gene:plasmid:29782,PLASMID,
gene:plasmid:29783,PLASMID,
gene:plasmid:29784,PLASMID,
gene:plasmid:29785,PLASMID,
gene:plasmid:29786,PLASMID,
gene:plasmid:29788,PLASMID,
gene:plasmid:29789,PLASMID,
gene:plasmid:29790,PLASMID,
gene:plasmid:29791,PLASMID,
