GENE,TYPE,DATABASE
gene:plasmid:158169,PLASMID,ACLAME
gene:plasmid:15817,PLASMID,ACLAME
gene:plasmid:158172,PLASMID,ACLAME
gene:plasmid:15818,PLASMID,ACLAME
gene:plasmid:158184,PLASMID,ACLAME
gene:plasmid:158189,PLASMID,ACLAME
gene:plasmid:158190,PLASMID,ACLAME
gene:plasmid:15822,PLASMID,ACLAME
gene:plasmid:15828,IS,ACLAME
gene:plasmid:15829,IS,ACLAME
gene:plasmid:15831,PLASMID,ACLAME
gene:plasmid:158330,PLASMID,ACLAME
gene:plasmid:15838,IS,ACLAME
gene:plasmid:15839,PLASMID,ACLAME
gene:plasmid:15840,PLASMID,ACLAME
gene:plasmid:158552,AMR,ACLAME
gene:plasmid:158556,PLASMID,ACLAME
gene:plasmid:158561,AMR,ACLAME
gene:plasmid:158578,PLASMID,ACLAME
gene:plasmid:158590,IS,ACLAME
gene:plasmid:158591,TE,ACLAME
gene:plasmid:158592,TE,ACLAME
gene:plasmid:158631,PLASMID,ACLAME
gene:plasmid:158637,PLASMID,ACLAME
gene:plasmid:158644,PLASMID,ACLAME
gene:plasmid:158645,PLASMID,ACLAME
gene:plasmid:158667,PLASMID,ACLAME
gene:plasmid:158669,PLASMID,ACLAME
gene:plasmid:158670,PLASMID,ACLAME
gene:plasmid:158671,PLASMID,ACLAME
gene:plasmid:158672,PLASMID,ACLAME
gene:plasmid:158676,PLASMID,ACLAME
gene:plasmid:158681,PLASMID,ACLAME
gene:plasmid:158688,PLASMID,ACLAME
gene:plasmid:158689,PLASMID,ACLAME
gene:plasmid:158696,PLASMID,ACLAME
gene:plasmid:158706,PLASMID,ACLAME
gene:plasmid:158710,PLASMID,ACLAME
gene:plasmid:158719,PLASMID,ACLAME
gene:plasmid:158720,PLASMID,ACLAME
gene:plasmid:158721,PLASMID,ACLAME
gene:plasmid:158726,PLASMID,ACLAME
gene:plasmid:158727,PLASMID,ACLAME
gene:plasmid:158731,PLASMID,ACLAME
gene:plasmid:158744,PLASMID,ACLAME
gene:plasmid:158762,PLASMID,ACLAME
gene:plasmid:158764,PLASMID,ACLAME
gene:plasmid:158765,PLASMID,ACLAME
gene:plasmid:158766,PLASMID,ACLAME
gene:plasmid:158767,PLASMID,ACLAME
gene:plasmid:158769,PLASMID,ACLAME
gene:plasmid:158770,PLASMID,ACLAME
gene:plasmid:158771,PLASMID,ACLAME
gene:plasmid:158773,PLASMID,ACLAME
gene:plasmid:158775,PLASMID,ACLAME
gene:plasmid:158776,PLASMID,ACLAME
gene:plasmid:158777,PLASMID,ACLAME
gene:plasmid:158783,PLASMID,ACLAME
gene:plasmid:158784,PLASMID,ACLAME
gene:plasmid:158785,PLASMID,ACLAME
gene:plasmid:158786,PLASMID,ACLAME
gene:plasmid:158787,PLASMID,ACLAME
gene:plasmid:158788,PLASMID,ACLAME
gene:plasmid:158789,PLASMID,ACLAME
gene:plasmid:158790,PLASMID,ACLAME
gene:plasmid:158794,PLASMID,ACLAME
gene:plasmid:158795,PLASMID,ACLAME
gene:plasmid:158796,PLASMID,ACLAME
gene:plasmid:158797,PLASMID,ACLAME
gene:plasmid:158798,PLASMID,ACLAME
gene:plasmid:158813,PLASMID,ACLAME
gene:plasmid:158815,PLASMID,ACLAME
gene:plasmid:158818,AMR,ACLAME
gene:plasmid:158820,PLASMID,ACLAME
gene:plasmid:158822,UNCLASSIFIED,ACLAME
gene:plasmid:158824,IS,ACLAME
gene:plasmid:158827,PLASMID,ACLAME
gene:plasmid:158828,PLASMID,ACLAME
gene:plasmid:158829,PLASMID,ACLAME
gene:plasmid:158830,PLASMID,ACLAME
gene:plasmid:158839,IS,ACLAME
gene:plasmid:158840,IS,ACLAME
gene:plasmid:158841,PLASMID,ACLAME
gene:plasmid:158842,PLASMID,ACLAME
gene:plasmid:158843,PLASMID,ACLAME
gene:plasmid:158844,PLASMID,ACLAME
gene:plasmid:158845,PLASMID,ACLAME
gene:plasmid:158847,UNCLASSIFIED,ACLAME
gene:plasmid:158848,UNCLASSIFIED,ACLAME
gene:plasmid:158850,UNCLASSIFIED,ACLAME
gene:plasmid:158853,TE,ACLAME
gene:plasmid:158854,PLASMID,ACLAME
gene:plasmid:158857,PLASMID,ACLAME
gene:plasmid:158858,IS,ACLAME
gene:plasmid:158877,PLASMID,ACLAME
gene:plasmid:158879,IS,ACLAME
gene:plasmid:158880,IS,ACLAME
gene:plasmid:158881,PLASMID,ACLAME
gene:plasmid:158882,PLASMID,ACLAME
gene:plasmid:158883,PLASMID,ACLAME
gene:plasmid:158885,PLASMID,ACLAME
gene:plasmid:158886,PLASMID,ACLAME
gene:plasmid:158887,PLASMID,ACLAME
gene:plasmid:158888,PLASMID,ACLAME
gene:plasmid:158889,PLASMID,ACLAME
gene:plasmid:158890,PLASMID,ACLAME
gene:plasmid:158891,PLASMID,ACLAME
gene:plasmid:158892,UNCLASSIFIED,ACLAME
gene:plasmid:158893,UNCLASSIFIED,ACLAME
gene:plasmid:158894,PLASMID,ACLAME
gene:plasmid:158895,PLASMID,ACLAME
gene:plasmid:158896,PLASMID,ACLAME
gene:plasmid:158898,PLASMID,ACLAME
gene:plasmid:158899,PLASMID,ACLAME
gene:plasmid:158900,PLASMID,ACLAME
gene:plasmid:158901,PLASMID,ACLAME
gene:plasmid:158902,UNCLASSIFIED,ACLAME
gene:plasmid:158903,PLASMID,ACLAME
gene:plasmid:158904,PLASMID,ACLAME
gene:plasmid:158905,UNCLASSIFIED,ACLAME
gene:plasmid:158906,PLASMID,ACLAME
gene:plasmid:158907,PLASMID,ACLAME
gene:plasmid:158908,UNCLASSIFIED,ACLAME
gene:plasmid:158909,PLASMID,ACLAME
gene:plasmid:158910,UNCLASSIFIED,ACLAME
gene:plasmid:158912,PLASMID,ACLAME
gene:plasmid:158913,PLASMID,ACLAME
gene:plasmid:158914,PLASMID,ACLAME
gene:plasmid:158915,AMR,ACLAME
gene:plasmid:158919,PLASMID,ACLAME
gene:plasmid:15931,PLASMID,ACLAME
gene:plasmid:15932,PLASMID,ACLAME
gene:plasmid:15933,PLASMID,ACLAME
gene:plasmid:15934,PLASMID,ACLAME
gene:plasmid:15935,PLASMID,ACLAME
gene:plasmid:15936,PLASMID,ACLAME
gene:plasmid:15938,PLASMID,ACLAME
gene:plasmid:15939,PLASMID,ACLAME
gene:plasmid:15940,PLASMID,ACLAME
gene:plasmid:15941,PLASMID,ACLAME
gene:plasmid:15944,PLASMID,ACLAME
gene:plasmid:15945,PLASMID,ACLAME
gene:plasmid:15946,PLASMID,ACLAME
gene:plasmid:15948,PLASMID,ACLAME
gene:plasmid:15949,PLASMID,ACLAME
gene:plasmid:15950,PLASMID,ACLAME
gene:plasmid:15951,PLASMID,ACLAME
gene:plasmid:15952,PLASMID,ACLAME
gene:plasmid:15953,PLASMID,ACLAME
gene:plasmid:15959,PLASMID,ACLAME
gene:plasmid:15960,PLASMID,ACLAME
gene:plasmid:15961,PLASMID,ACLAME
gene:plasmid:15962,PLASMID,ACLAME
gene:plasmid:15963,PLASMID,ACLAME
gene:plasmid:15964,PLASMID,ACLAME
gene:plasmid:15965,PLASMID,ACLAME
gene:plasmid:15966,PLASMID,ACLAME
gene:plasmid:15968,PLASMID,ACLAME
gene:plasmid:15969,PLASMID,ACLAME
gene:plasmid:15970,PLASMID,ACLAME
gene:plasmid:15971,PLASMID,ACLAME
gene:plasmid:15974,PLASMID,ACLAME
gene:plasmid:15976,PLASMID,ACLAME
gene:plasmid:15977,PLASMID,ACLAME
gene:plasmid:15982,IS,ACLAME
gene:plasmid:15983,IS,ACLAME
gene:plasmid:15985,TE,ACLAME
gene:plasmid:15986,TE,ACLAME
gene:plasmid:15988,PLASMID,ACLAME
gene:plasmid:15989,PLASMID,ACLAME
gene:plasmid:16003,IS,ACLAME
gene:plasmid:16004,IS,ACLAME
gene:plasmid:16005,TE,ACLAME
gene:plasmid:16006,PLASMID,ACLAME
gene:plasmid:16007,TE,ACLAME
gene:plasmid:16017,AMR,ACLAME
gene:plasmid:16019,AMR,ACLAME
gene:plasmid:16023,TE,ACLAME
gene:plasmid:16037,PLASMID,ACLAME
gene:plasmid:16038,PLASMID,ACLAME
gene:plasmid:16039,PLASMID,ACLAME
gene:plasmid:16040,PLASMID,ACLAME
gene:plasmid:16041,PLASMID,ACLAME
gene:plasmid:16042,IS,ACLAME
gene:plasmid:16043,IS,ACLAME
gene:plasmid:16044,IS,ACLAME
gene:plasmid:16048,IS,ACLAME
gene:plasmid:16049,IS,ACLAME
gene:plasmid:16053,IS,ACLAME
gene:plasmid:16054,IS,ACLAME
gene:plasmid:16060,PLASMID,ACLAME
gene:plasmid:16061,PLASMID,ACLAME
gene:plasmid:16062,PLASMID,ACLAME
gene:plasmid:16063,PLASMID,ACLAME
gene:plasmid:16064,PLASMID,ACLAME
gene:plasmid:16065,PLASMID,ACLAME
gene:plasmid:16066,PLASMID,ACLAME
gene:plasmid:16067,PLASMID,ACLAME
gene:plasmid:16068,PLASMID,ACLAME
gene:plasmid:16072,PLASMID,ACLAME
gene:plasmid:16073,PLASMID,ACLAME
gene:plasmid:16095,IS,ACLAME
gene:plasmid:16102,PLASMID,ACLAME
gene:plasmid:16104,PLASMID,ACLAME
gene:plasmid:16105,PLASMID,ACLAME
gene:plasmid:16109,PLASMID,ACLAME
gene:plasmid:16110,PLASMID,ACLAME
gene:plasmid:16111,PLASMID,ACLAME
gene:plasmid:16114,PLASMID,ACLAME
gene:plasmid:16115,PLASMID,ACLAME
gene:plasmid:16117,PLASMID,ACLAME
gene:plasmid:16118,PLASMID,ACLAME
gene:plasmid:16120,PLASMID,ACLAME
gene:plasmid:16121,PLASMID,ACLAME
gene:plasmid:16122,PLASMID,ACLAME
gene:plasmid:16123,PLASMID,ACLAME
gene:plasmid:16125,PLASMID,ACLAME
gene:plasmid:16126,PLASMID,ACLAME
gene:plasmid:16127,PLASMID,ACLAME
gene:plasmid:16128,PLASMID,ACLAME
gene:plasmid:16129,PLASMID,ACLAME
gene:plasmid:16130,PLASMID,ACLAME
gene:plasmid:16131,PLASMID,ACLAME
gene:plasmid:16132,PLASMID,ACLAME
gene:plasmid:16145,PLASMID,ACLAME
gene:plasmid:16148,PLASMID,ACLAME
gene:plasmid:16149,PLASMID,ACLAME
gene:plasmid:16150,PLASMID,ACLAME
gene:plasmid:16151,PLASMID,ACLAME
gene:plasmid:16152,PLASMID,ACLAME
gene:plasmid:16155,TE,ACLAME
gene:plasmid:16158,PLASMID,ACLAME
gene:plasmid:16162,PLASMID,ACLAME
gene:plasmid:16172,AMR,ACLAME
gene:plasmid:16180,PLASMID,ACLAME
gene:plasmid:16181,PLASMID,ACLAME
gene:plasmid:16182,PLASMID,ACLAME
gene:plasmid:16183,PLASMID,ACLAME
gene:plasmid:16184,PLASMID,ACLAME
gene:plasmid:16185,PLASMID,ACLAME
gene:plasmid:16186,PLASMID,ACLAME
gene:plasmid:16187,PLASMID,ACLAME
gene:plasmid:16188,PLASMID,ACLAME
gene:plasmid:16189,PLASMID,ACLAME
gene:plasmid:16190,PLASMID,ACLAME
gene:plasmid:16191,PLASMID,ACLAME
gene:plasmid:16192,PLASMID,ACLAME
gene:plasmid:16193,PLASMID,ACLAME
gene:plasmid:16194,PLASMID,ACLAME
gene:plasmid:16195,PLASMID,ACLAME
gene:plasmid:16196,PLASMID,ACLAME
gene:plasmid:16197,PLASMID,ACLAME
gene:plasmid:16324,PLASMID,ACLAME
gene:plasmid:16326,PLASMID,ACLAME
gene:plasmid:16357,PLASMID,ACLAME
gene:plasmid:16385,PLASMID,ACLAME
gene:plasmid:16386,PLASMID,ACLAME
gene:plasmid:16441,PLASMID,ACLAME
gene:plasmid:16468,PLASMID,ACLAME
gene:plasmid:16482,PLASMID,ACLAME
gene:plasmid:16485,PLASMID,ACLAME
gene:plasmid:16487,PLASMID,ACLAME
gene:plasmid:16488,PLASMID,ACLAME
gene:plasmid:16492,PLASMID,ACLAME
gene:plasmid:16494,PLASMID,ACLAME
gene:plasmid:16495,PLASMID,ACLAME
gene:plasmid:16496,PLASMID,ACLAME
gene:plasmid:16497,PLASMID,ACLAME
gene:plasmid:16498,PLASMID,ACLAME
gene:plasmid:16499,PLASMID,ACLAME
gene:plasmid:16500,PLASMID,ACLAME
gene:plasmid:16501,PLASMID,ACLAME
gene:plasmid:16502,PLASMID,ACLAME
gene:plasmid:16503,PLASMID,ACLAME
gene:plasmid:16506,PLASMID,ACLAME
gene:plasmid:16509,PLASMID,ACLAME
gene:plasmid:16510,PLASMID,ACLAME
gene:plasmid:16511,PLASMID,ACLAME
gene:plasmid:16512,PLASMID,ACLAME
gene:plasmid:16513,PLASMID,ACLAME
gene:plasmid:16514,PLASMID,ACLAME
gene:plasmid:16515,PLASMID,ACLAME
gene:plasmid:16516,PLASMID,ACLAME
gene:plasmid:16517,PLASMID,ACLAME
gene:plasmid:16520,PLASMID,ACLAME
gene:plasmid:16521,PLASMID,ACLAME
gene:plasmid:16522,PLASMID,ACLAME
gene:plasmid:16523,PLASMID,ACLAME
gene:plasmid:16524,PLASMID,ACLAME
gene:plasmid:16526,PLASMID,ACLAME
gene:plasmid:16527,PLASMID,ACLAME
gene:plasmid:16529,PLASMID,ACLAME
gene:plasmid:16530,PLASMID,ACLAME
gene:plasmid:16532,PLASMID,ACLAME
gene:plasmid:16533,PLASMID,ACLAME
gene:plasmid:16536,PLASMID,ACLAME
gene:plasmid:16537,PLASMID,ACLAME
gene:plasmid:16538,PLASMID,ACLAME
gene:plasmid:16540,PLASMID,ACLAME
gene:plasmid:16545,PLASMID,ACLAME
gene:plasmid:16555,PLASMID,ACLAME
gene:plasmid:16556,PLASMID,ACLAME
gene:plasmid:16558,PLASMID,ACLAME
gene:plasmid:16559,PLASMID,ACLAME
gene:plasmid:16560,PLASMID,ACLAME
gene:plasmid:16561,PLASMID,ACLAME
gene:plasmid:16562,PLASMID,ACLAME
gene:plasmid:16563,PLASMID,ACLAME
gene:plasmid:16564,PLASMID,ACLAME
gene:plasmid:16565,PLASMID,ACLAME
gene:plasmid:16567,PLASMID,ACLAME
gene:plasmid:16568,PLASMID,ACLAME
gene:plasmid:16570,PLASMID,ACLAME
gene:plasmid:16571,PLASMID,ACLAME
gene:plasmid:16617,PLASMID,ACLAME
gene:plasmid:16618,PLASMID,ACLAME
gene:plasmid:16620,PLASMID,ACLAME
gene:plasmid:16621,PLASMID,ACLAME
gene:plasmid:16623,PLASMID,ACLAME
gene:plasmid:16629,PLASMID,ACLAME
gene:plasmid:16632,PLASMID,ACLAME
gene:plasmid:16633,PLASMID,ACLAME
gene:plasmid:16638,PLASMID,ACLAME
gene:plasmid:16639,VIRUS,ACLAME
gene:plasmid:16647,PLASMID,ACLAME
gene:plasmid:16648,PLASMID,ACLAME
gene:plasmid:16670,PLASMID,ACLAME
gene:plasmid:16671,PLASMID,ACLAME
gene:plasmid:16690,PLASMID,ACLAME
gene:plasmid:16728,PLASMID,ACLAME
gene:plasmid:16751,PLASMID,ACLAME
gene:plasmid:16752,PLASMID,ACLAME
gene:plasmid:16813,PLASMID,ACLAME
gene:plasmid:16818,PLASMID,ACLAME
gene:plasmid:16820,PLASMID,ACLAME
gene:plasmid:16851,PLASMID,ACLAME
gene:plasmid:16874,PLASMID,ACLAME
gene:plasmid:16875,PLASMID,ACLAME
gene:plasmid:16929,TE,ACLAME
gene:plasmid:16972,TE,ACLAME
gene:plasmid:16983,AMR,ACLAME
gene:plasmid:16984,PLASMID,ACLAME
gene:plasmid:16990,AMR,ACLAME
gene:plasmid:17000,PLASMID,ACLAME
gene:plasmid:17004,AMR,ACLAME
gene:plasmid:17015,IS,ACLAME
gene:plasmid:17026,PLASMID,ACLAME
gene:plasmid:17036,PLASMID,ACLAME
gene:plasmid:17072,PLASMID,ACLAME
gene:plasmid:17094,PLASMID,ACLAME
gene:plasmid:17095,AMR,ACLAME
gene:plasmid:17097,PLASMID,ACLAME
gene:plasmid:17108,PLASMID,ACLAME
gene:plasmid:17129,PLASMID,ACLAME
gene:plasmid:17138,AMR,ACLAME
gene:plasmid:17139,PLASMID,ACLAME
gene:plasmid:17141,PLASMID,ACLAME
gene:plasmid:17142,AMR,ACLAME
gene:plasmid:17147,AMR,ACLAME
gene:plasmid:17188,IS,ACLAME
gene:plasmid:17191,TE,ACLAME
gene:plasmid:17203,PLASMID,ACLAME
gene:plasmid:17205,PLASMID,ACLAME
gene:plasmid:17208,PLASMID,ACLAME
gene:plasmid:17209,PLASMID,ACLAME
gene:plasmid:17214,PLASMID,ACLAME
gene:plasmid:17228,PLASMID,ACLAME
gene:plasmid:17232,PLASMID,ACLAME
gene:plasmid:17236,PLASMID,ACLAME
gene:plasmid:17237,PLASMID,ACLAME
gene:plasmid:17238,PLASMID,ACLAME
gene:plasmid:17239,PLASMID,ACLAME
gene:plasmid:17241,PLASMID,ACLAME
gene:plasmid:17257,PLASMID,ACLAME
gene:plasmid:17258,PLASMID,ACLAME
gene:plasmid:17264,PLASMID,ACLAME
gene:plasmid:17265,PLASMID,ACLAME
gene:plasmid:17276,PLASMID,ACLAME
gene:plasmid:17277,PLASMID,ACLAME
gene:plasmid:17280,PLASMID,ACLAME
gene:plasmid:17284,PLASMID,ACLAME
gene:plasmid:17286,PLASMID,ACLAME
gene:plasmid:17289,PLASMID,ACLAME
gene:plasmid:17290,PLASMID,ACLAME
gene:plasmid:17291,PLASMID,ACLAME
gene:plasmid:17292,PLASMID,ACLAME
gene:plasmid:17293,PLASMID,ACLAME
gene:plasmid:17294,PLASMID,ACLAME
gene:plasmid:17297,PLASMID,ACLAME
gene:plasmid:17299,PLASMID,ACLAME
gene:plasmid:17300,PLASMID,ACLAME
gene:plasmid:17310,PLASMID,ACLAME
gene:plasmid:17311,PLASMID,ACLAME
gene:plasmid:17312,PLASMID,ACLAME
gene:plasmid:17313,PLASMID,ACLAME
gene:plasmid:17314,PLASMID,ACLAME
gene:plasmid:17315,PLASMID,ACLAME
gene:plasmid:17316,PLASMID,ACLAME
gene:plasmid:17320,TE,ACLAME
gene:plasmid:17321,TE,ACLAME
gene:plasmid:17325,PLASMID,ACLAME
gene:plasmid:17326,PLASMID,ACLAME
gene:plasmid:17327,PLASMID,ACLAME
gene:plasmid:17332,PLASMID,ACLAME
gene:plasmid:17333,PLASMID,ACLAME
gene:plasmid:17343,PLASMID,ACLAME
gene:plasmid:17345,PLASMID,ACLAME
gene:plasmid:17354,PLASMID,ACLAME
gene:plasmid:17358,TE,ACLAME
gene:plasmid:17361,PLASMID,ACLAME
gene:plasmid:17365,PLASMID,ACLAME
gene:plasmid:17366,PLASMID,ACLAME
gene:plasmid:17369,PLASMID,ACLAME
gene:plasmid:17370,PLASMID,ACLAME
gene:plasmid:17371,PLASMID,ACLAME
gene:plasmid:17375,PLASMID,ACLAME
gene:plasmid:17376,PLASMID,ACLAME
gene:plasmid:17379,PLASMID,ACLAME
gene:plasmid:17381,PLASMID,ACLAME
gene:plasmid:17392,PLASMID,ACLAME
gene:plasmid:17404,PLASMID,ACLAME
gene:plasmid:17408,PLASMID,ACLAME
gene:plasmid:17421,TE,ACLAME
gene:plasmid:17432,PLASMID,ACLAME
gene:plasmid:17437,TE,ACLAME
gene:plasmid:17441,IS,ACLAME
gene:plasmid:17443,PLASMID,ACLAME
gene:plasmid:17446,PLASMID,ACLAME
gene:plasmid:17447,PLASMID,ACLAME
gene:plasmid:17448,PLASMID,ACLAME
gene:plasmid:17449,PLASMID,ACLAME
gene:plasmid:17452,IS,ACLAME
gene:plasmid:17458,PLASMID,ACLAME
gene:plasmid:17469,PLASMID,ACLAME
gene:plasmid:17470,PLASMID,ACLAME
gene:plasmid:17497,AMR,ACLAME
gene:plasmid:17499,AMR,ACLAME
gene:plasmid:17509,PLASMID,ACLAME
gene:plasmid:17524,PLASMID,ACLAME
gene:plasmid:17525,TE,ACLAME
gene:plasmid:17541,PLASMID,ACLAME
gene:plasmid:17542,PLASMID,ACLAME
gene:plasmid:17547,PLASMID,ACLAME
gene:plasmid:17550,PLASMID,ACLAME
gene:plasmid:17551,PLASMID,ACLAME
gene:plasmid:17558,PLASMID,ACLAME
gene:plasmid:17564,VIRUS,ACLAME
gene:plasmid:17569,PLASMID,ACLAME
gene:plasmid:17570,PLASMID,ACLAME
gene:plasmid:17575,PLASMID,ACLAME
gene:plasmid:17576,PLASMID,ACLAME
gene:plasmid:17577,PLASMID,ACLAME
gene:plasmid:17578,PLASMID,ACLAME
gene:plasmid:17579,PLASMID,ACLAME
gene:plasmid:17580,PLASMID,ACLAME
gene:plasmid:17581,PLASMID,ACLAME
gene:plasmid:17582,PLASMID,ACLAME
gene:plasmid:17583,PLASMID,ACLAME
gene:plasmid:17588,PLASMID,ACLAME
gene:plasmid:17591,PLASMID,ACLAME
gene:plasmid:17595,PLASMID,ACLAME
gene:plasmid:17600,PLASMID,ACLAME
gene:plasmid:17601,PLASMID,ACLAME
gene:plasmid:17602,PLASMID,ACLAME
gene:plasmid:17603,PLASMID,ACLAME
gene:plasmid:17604,PLASMID,ACLAME
gene:plasmid:17605,PLASMID,ACLAME
gene:plasmid:17606,PLASMID,ACLAME
gene:plasmid:17607,PLASMID,ACLAME
gene:plasmid:17618,PLASMID,ACLAME
gene:plasmid:17619,PLASMID,ACLAME
gene:plasmid:17628,IS,ACLAME
gene:plasmid:17644,PLASMID,ACLAME
gene:plasmid:17645,PLASMID,ACLAME
gene:plasmid:17646,PLASMID,ACLAME
gene:plasmid:17655,PLASMID,ACLAME
gene:plasmid:17656,PLASMID,ACLAME
gene:plasmid:17658,PLASMID,ACLAME
gene:plasmid:17659,PLASMID,ACLAME
gene:plasmid:17664,PLASMID,ACLAME
gene:plasmid:17670,PLASMID,ACLAME
gene:plasmid:17671,PLASMID,ACLAME
gene:plasmid:17672,PLASMID,ACLAME
gene:plasmid:17673,PLASMID,ACLAME
gene:plasmid:17675,PLASMID,ACLAME
gene:plasmid:17686,PLASMID,ACLAME
gene:plasmid:17688,PLASMID,ACLAME
gene:plasmid:17689,PLASMID,ACLAME
gene:plasmid:17691,PLASMID,ACLAME
gene:plasmid:17722,VIRUS,ACLAME
gene:plasmid:17724,PLASMID,ACLAME
gene:plasmid:17725,PLASMID,ACLAME
gene:plasmid:17727,PLASMID,ACLAME
gene:plasmid:17732,PLASMID,ACLAME
gene:plasmid:17733,PLASMID,ACLAME
gene:plasmid:17734,PLASMID,ACLAME
gene:plasmid:17735,PLASMID,ACLAME
gene:plasmid:17736,PLASMID,ACLAME
gene:plasmid:17744,PLASMID,ACLAME
gene:plasmid:17746,PLASMID,ACLAME
gene:plasmid:17748,PLASMID,ACLAME
gene:plasmid:17753,PLASMID,ACLAME
gene:plasmid:17755,PLASMID,ACLAME
gene:plasmid:17759,PLASMID,ACLAME
gene:plasmid:17761,PLASMID,ACLAME
gene:plasmid:17762,PLASMID,ACLAME
gene:plasmid:17764,PLASMID,ACLAME
gene:plasmid:17770,PLASMID,ACLAME
gene:plasmid:17771,PLASMID,ACLAME
gene:plasmid:17776,PLASMID,ACLAME
gene:plasmid:17781,PLASMID,ACLAME
gene:plasmid:17783,PLASMID,ACLAME
gene:plasmid:17784,PLASMID,ACLAME
gene:plasmid:17786,PLASMID,ACLAME
gene:plasmid:17787,PLASMID,ACLAME
gene:plasmid:17788,PLASMID,ACLAME
gene:plasmid:17789,PLASMID,ACLAME
gene:plasmid:17790,PLASMID,ACLAME
gene:plasmid:17791,PLASMID,ACLAME
gene:plasmid:17796,PLASMID,ACLAME
gene:plasmid:17797,PLASMID,ACLAME
gene:plasmid:17798,PLASMID,ACLAME
gene:plasmid:17799,PLASMID,ACLAME
gene:plasmid:17802,PLASMID,ACLAME
gene:plasmid:17803,PLASMID,ACLAME
gene:plasmid:17804,PLASMID,ACLAME
gene:plasmid:17821,PLASMID,ACLAME
gene:plasmid:17842,PLASMID,ACLAME
gene:plasmid:17853,PLASMID,ACLAME
gene:plasmid:17854,PLASMID,ACLAME
gene:plasmid:17857,PLASMID,ACLAME
gene:plasmid:17860,PLASMID,ACLAME
gene:plasmid:17861,PLASMID,ACLAME
gene:plasmid:17862,VIRUS,ACLAME
gene:plasmid:17864,PLASMID,ACLAME
gene:plasmid:17869,PLASMID,ACLAME
gene:plasmid:17871,PLASMID,ACLAME
gene:plasmid:17885,PLASMID,ACLAME
gene:plasmid:17889,PLASMID,ACLAME
gene:plasmid:17891,PLASMID,ACLAME
gene:plasmid:17897,PLASMID,ACLAME
gene:plasmid:17900,PLASMID,ACLAME
gene:plasmid:17903,PLASMID,ACLAME
gene:plasmid:17907,PLASMID,ACLAME
gene:plasmid:17908,PLASMID,ACLAME
gene:plasmid:17909,PLASMID,ACLAME
gene:plasmid:17910,PLASMID,ACLAME
gene:plasmid:17911,PLASMID,ACLAME
gene:plasmid:17912,PLASMID,ACLAME
gene:plasmid:17913,PLASMID,ACLAME
gene:plasmid:17914,PLASMID,ACLAME
gene:plasmid:17915,PLASMID,ACLAME
gene:plasmid:17916,PLASMID,ACLAME
gene:plasmid:17917,PLASMID,ACLAME
gene:plasmid:17918,PLASMID,ACLAME
gene:plasmid:17923,PLASMID,ACLAME
gene:plasmid:17924,PLASMID,ACLAME
gene:plasmid:17925,PLASMID,ACLAME
gene:plasmid:17926,PLASMID,ACLAME
gene:plasmid:17929,PLASMID,ACLAME
gene:plasmid:17935,PLASMID,ACLAME
gene:plasmid:17936,PLASMID,ACLAME
gene:plasmid:17937,PLASMID,ACLAME
gene:plasmid:17938,PLASMID,ACLAME
gene:plasmid:17939,PLASMID,ACLAME
gene:plasmid:17942,PLASMID,ACLAME
gene:plasmid:17943,PLASMID,ACLAME
gene:plasmid:17945,PLASMID,ACLAME
gene:plasmid:17946,PLASMID,ACLAME
gene:plasmid:17948,PLASMID,ACLAME
gene:plasmid:17951,PLASMID,ACLAME
gene:plasmid:17958,PLASMID,ACLAME
gene:plasmid:17960,PLASMID,ACLAME
gene:plasmid:17966,VIRUS,ACLAME
gene:plasmid:17967,PLASMID,ACLAME
gene:plasmid:17975,PLASMID,ACLAME
gene:plasmid:17979,PLASMID,ACLAME
gene:plasmid:17987,IS,ACLAME
gene:plasmid:17988,PLASMID,ACLAME
gene:plasmid:17992,PLASMID,ACLAME
gene:plasmid:17993,PLASMID,ACLAME
gene:plasmid:17994,PLASMID,ACLAME
gene:plasmid:17995,PLASMID,ACLAME
gene:plasmid:17997,PLASMID,ACLAME
gene:plasmid:18005,PLASMID,ACLAME
gene:plasmid:18006,PLASMID,ACLAME
gene:plasmid:18014,PLASMID,ACLAME
gene:plasmid:18017,PLASMID,ACLAME
gene:plasmid:18020,PLASMID,ACLAME
gene:plasmid:18021,PLASMID,ACLAME
gene:plasmid:18022,PLASMID,ACLAME
gene:plasmid:18023,PLASMID,ACLAME
gene:plasmid:18024,PLASMID,ACLAME
gene:plasmid:18025,PLASMID,ACLAME
gene:plasmid:18027,PLASMID,ACLAME
gene:plasmid:18028,PLASMID,ACLAME
gene:plasmid:18029,PLASMID,ACLAME
gene:plasmid:18030,PLASMID,ACLAME
gene:plasmid:18152,PLASMID,ACLAME
gene:plasmid:18153,PLASMID,ACLAME
gene:plasmid:18155,PLASMID,ACLAME
gene:plasmid:18156,PLASMID,ACLAME
gene:plasmid:18157,PLASMID,ACLAME
gene:plasmid:18158,PLASMID,ACLAME
gene:plasmid:18159,PLASMID,ACLAME
gene:plasmid:18160,PLASMID,ACLAME
gene:plasmid:18161,PLASMID,ACLAME
gene:plasmid:18162,PLASMID,ACLAME
gene:plasmid:18165,PLASMID,ACLAME
gene:plasmid:18166,PLASMID,ACLAME
gene:plasmid:18172,PLASMID,ACLAME
gene:plasmid:18173,PLASMID,ACLAME
gene:plasmid:18174,PLASMID,ACLAME
